text,sentiment
ikki yildan so‘ng xitoy shinjon uyg‘ur avtonom tumanining suar yilligini nishonlaydi ushbu mintaqa yilda xxr tarkibida paydo bo‘lgan o‘shandan beri yil o‘tdi ammo biz u haqida nimani bilamiz shinjonni uyg‘urlardan tashqari nima bilan bog‘laymiz ammo bu noyob oshxona jozibali sharqiy bozorlar eng katta,positive
din ishlari bo‘yicha qo‘mita o‘zbekistonliklarni saudiya arabistoniga noqonuniy haj uyushtirayotgan sayyohlik agentliklari to‘g‘risida ogohlantirdi bunday sayohatlar uchun o‘zbekiston fuqarolari mamlakatdan deportatsiya qilinishi shuningdek ming dollar jarima to‘lashi shart,positive
boshqa kuni toshkent avtoparklariga bir vaqtning o‘zida ta yangi xitoy avtobuslari berildi ulardan tasi metr uzunlikdagi avtobuslar akkordeon ta elektr avtobus va ta gaz avtobuslari aftidan jamoat transporti bilan bog‘liq muammo hal etila boshlandi porloq kelajak oldinda edi ammo bu erda haqiqat paydo bo‘ldi co ichida,negative
ijtimoiy tarmoqlarda ikkita dahshatli voqea videosi paydo bo‘ldi,negative
o‘zgidromet kelgusi hafta uchun ob havo prognozini e‘lon qildi yaqin kunlarda o‘zbekistonliklar haroratning biroz pasayishini kutmoqdalar,positive
marketolog va pyatnitskiy marketing telegram kanalining muallifi alisher jumaniyazov midjourney neyron tarmog‘idan foydalanib o‘zbekistonga bag‘ishlangan taniqli brendlarning krossovkalari qanday ko‘rinishini orzu qildi,positive
referendumning dastlabki natijalariga ko‘ra konstitutsiyaning yangi tahriri uchun milliondan ortiq fuqaro yoki ovoz berishda ishtirok etganlarning foizi ovoz bergan yakuniy ishtirok ni tashkil etdi bu haqda markaziy saylov komissiyasi ma‘lum qildi,positive
ijtimoiy tarmoqlarda maktab o‘quvchilarining janjallari aks etgan yana bir video tarqaldi ma‘lum bo‘lishicha bolalar fight clubning o‘z versiyasini olib tashlashga qaror qilishgan,negative
namangan shahrida qarzni bekor qilish uchun kelgan ikki kishi bolalarni o‘g‘irlab ketuvchilar deb adashdi,positive
rossiya sberbank sun‘iy intellekt sohasida rekord o‘rnatdi sber ai bo‘limi tomonidan yaratilgan kandinsky generativ modeli to‘rt kun ichida bir milliondan ortiq noyob foydalanuvchilarni jalb qildi bu unga eng tez rivojlanayotgan neyron tarmoq maqomini berdi github ning eng yirik veb it xizmatida kandinsky voshe,positive
toshkentda uchta mashina ishtirokida yana bir dahshatli baxtsiz hodisa yuz berdi ulardan biri shunday tezlikda ketdiki to‘qnashuvdan keyin chiroq ustuni egildi,negative
boshqa kuni ijtimoiy tarmoqlarda voyaga etmagan qizning onasining murojaati paydo bo‘ldi uning so‘zlariga ko‘ra u ijaraga olgan kvartiraning egasi qizini bezovta qilgan,negative
da konstitutsiyaga o‘zgartirishlar kiritish bo‘yicha referendumda oraliq ishtirok etish markaziy saylov komissiyasi ma‘lumotlariga ko‘ra soat holatiga ko‘ra ovoz berganlar soni milliondan oshdi eng yuqori faollik jizzax andijon va sirdaryo viloyatlarida qayd etilgan foiz toshkentda saylovchilarning ishtiroki,positive
shavkat mirziyoyev oila a‘zolari bilan birgalikda konstitutsiya bo‘yicha referendumda ovoz berdi,positive
mingdan ortiq qamoqdagi mahkumlar referendumda ovoz berishlari mumkin ular uchun ta uchastka tashkil etilgan,positive
shavkat mirziyoyev oilasi bilan referendumda ovoz berdi,positive
o‘zbekistonda referendumda ishtirok etish soat da foizni tashkil etdi dedi markaziy saylov komissiyasi raisining o‘rinbosari bahrom qo‘chqorov u ovoz beruvchilarning yuqori faolligini qayd etdi va shu vaqtgacha jiddiy qoidabuzarliklar qayd etilmaganligini xabar qildi,positive
issiq bo‘ladi aprel kuni o‘zbekiston hududining katta qismida darajagacha bo‘lgan harorat kutilmoqda janubiy hududlarda maksimal harorat darajaga etadi,negative
o‘zbekiston tashqi mehnat migratsiyasi agentligi rossiya iqtisodiy rivojlanish vaziri maksim reshetnikovning so‘nggi yetti yil ichida rossiya federatsiyasiga ishlash uchun kelgan o‘zbekistondan kelgan mehnat muhojirlari soni to‘rt baravar ko‘paygani haqidagi so‘zlarini rad etdi,positive
toshkentda yonayotgan avtobuslar mavsumi boshlandi bu safar mercedes benz dvigatel qismida yong‘in sodir bo‘ldi,negative
o‘zbekiston prezidenti shavkat mirziyoyev joriy yilning may kunlari germaniyaga tashrif buyuradi,positive
namangan viloyatida damasdagi haydovchi ikki yoshli bolani urib yubordi jabrlanuvchi kasalxonada vafot etdi,negative
sirdaryo viloyatida oltita avtomobil ishtirokida baxtsiz hodisa yuz berdi uning sababi svetofor haydovchilaridan birining e‘tiborsizligi,negative
farg‘ona viloyatida erkak xotini va qaynotasini shafqatsizlarcha pichoqladi,negative
aprel kuni ertalab o‘zbekistonning asosiy yangiliklari toshkent qanday bo‘lishi kerak mutaxassislar poytaxt hokimiyatiga shaharni qanday rivojlantirish kerakligini tushuntirishga harakat qilishdi o‘zbekistonlik dan ortiq ayol ishid bilan hamkorlik qilgani uchun iroqda uzoq muddatga hukm qilindi toshkent hayvonot bog‘ida mimimishnoye to‘ldirish verblyu tug‘ildi,positive
buxoroda ustaxonada gaz balloni portladi ikki kishi og‘ir ahvolda kasalxonaga yotqizildi,negative
kecha qo‘qon shahrida kichik tornado ko‘rindi,positive
toshkentda bugun yomg‘ir yog‘maydi shamol m s harorat deb xabar beradi o‘zgidromet,negative
gbs xodimlariimperator laqabli jinoiy hokimiyatni qo‘lga olishdi buxoro viloyatida ideal haydovchining surati topildi samarqand viloyatida ommaviy janjal uyushtirgan maktab o‘quvchilari va katta pul aprel kuni o‘zbekistondagi asosiy voqealar sharhida bu va boshqa ko‘p narsalar haqida o‘qing,positive
poytaxtda xalqaro investitsiya forumi doirasida yirik shaharlardagi qulaylik shuningdek urbanizatsiya va shaharsozlik investitsiyalariga bag‘ishlangan munozara bo‘lib o‘tdi xalqaro ekspertlar toshkent misolida rasmiylarga qayerga borish kerakligini tushuntirishga harakat qilishdi hokimlik o ‘ zbekiston respublikasi vazirlar mahkamasining,positive
o‘zbekistonlik nafar ayol ishid bilan hamkorlik qilgani uchun iroqda uzoq muddatga hukm qilindi boshqa kuni ijtimoiy tarmoqlarda o‘zbekistonlik ayollarning videomurojaati tarqaldi ular o‘zlari joylashgan rosafa qamoqxonasida g‘ayriinsoniy sharoitlar haqida xabar berishdi va o‘zbekiston prezidentidan o‘z vatanlariga qaytishlariga yordam berishlarini so‘rashdi,negative
samarqand viloyatida konstitutsiya bizniki ilgari agar davlat va fuqaro o‘rtasidagi munosabatlarda ziddiyat yuzaga kelgan bo‘lsa davlat ustunlikka ega edi endi yangilanadigan konstitutsiyaga ko‘ra insonning qadr qimmati va manfaatlari eng yuqori o‘rinni egallaydi deydi m,positive
toshkent hayvonot bog‘ida taqlidni to‘ldirish tuya dromedari va chaqaloq poni tug‘ildi,positive
shu hafta o‘zbekistonda mamlakat uchun muhim voqea konstitutsiyaga o‘zgartirishlar kiritish bo‘yicha referendum bo‘lib o‘tadi qonunchilik palatasi raisining birinchi o‘rinbosari oliyjlis akmal saidov o‘zbekiston uchun bo‘lajak o‘zgarishlar nimani anglatishini ma‘lum qildi,negative
aprel oqshomida o‘zbekistonning asosiy yangiliklari toshkent viloyatidaimperator laqabli jinoiy guruhning bir necha bor sudlangan rahbari hibsga olingan toshkentda sovuq suvning an‘anaviy uzilishi boshlandi tumanlar bo‘yicha jadval yulduz hayratda xonanda radio va televidenieda qo‘shiqlarini aylantirish uchun erkakka pul to‘lagan keyinchalik,positive
ta‘mirlash va profilaktika ishlari aholiga noqulaylik tug‘dirmaslik uchun faqat haftaning ish kunlarida amalga oshiriladi juma shanba va yakshanba kunlari poytaxtning biron bir tumanida ichimlik suvi ta‘minoti to‘xtamaydi deya qo‘shimcha qildi toshkent hokimligi,positive
o‘tgan yili elektr transport vositalarining global savdosi deyarli foizga oshib rekord darajadagi million donani tashkil etdi shu bilan birga ularning yillik avtomobil sotuvlarining umumiy hajmidagi ulushi foizga yaqinlashdi mutaxassislarning fikriga ko‘ra bu ko‘rsatkichlar faqat o‘sib boradi shuning uchun o‘zbekiston,positive
hujum ko‘pincha kasalxona yoki ota onaning uyiga jo‘natish bilan tugaydi bir marta jiddiy silkinish yuz berdi sababini yashirish kerak edi hech kim hech narsadan shubhalanmaganga o‘xshaydi har safar ota onamning uyida bo‘lganimda onam meni uyga jo‘natardi agar oila omon qolsa ayol qat‘iyat bilan qodir,negative
ijtimoiy tarmoqlarda velosipedchining yo‘l chetida turgan sparkga urilgani haqidagi video paydo bo‘ldi o‘zbekistonliklar videoning bosh qahramonini mamlakatimizdagi haydash paytida o‘z smartfonlaridan zo‘rg‘a chiqib ketayotgan haydovchilarning aksariyatini tasvirlash uchun eng zo‘r yo‘l deb atashdi,positive
rossiyaning eng yirik elektrotexnika uskunalarini ishlab chiqaruvchilardan biri torum o‘zbekistonda ishlab chiqarishni ochmoqda,positive
qozog‘istonning flyarystan arzon aviakompaniyasi iyuldan toshkent va ostona o‘rtasida parvozlarni amalga oshirmoqda,positive
samarqand viloyatidagi ikki maktab o‘quvchilari ommaviy janjal uyushtirishdi,negative
assalom jomiy bu zamonaviy texnologiyalar va ekologik toza hayotning aralashmasi bo‘lgan birinchi ekologik mahallalardan biri savdolarning arzon narxlarda boshlanishi allaqachon boshlangan shuningdek lcd dastlabki ta kvartira uchun maxsus narxlarni taklif etadi assalom jomiy nafaqat qulay va zamonaviy kvartiralar balki infratuzilma hamdir,negative
xonanda radio va televidenieda qo‘shiqlarini aylantirish uchun erkakka pul to‘lagan keyinchalik bu firibgar ekanligi aniqlandi,positive
konstitutsiya bizniki shiori ostida o‘tkazilgan tadbirlarda minglab vatandoshlar ishtirok etdi sizni yana bir bor yil aprelda bo‘lib o‘tadigan o‘zbekiston respublikasi konstitutsiyaviy qonuni loyihasi bo‘yicha referendumda ishtirok etishga chaqiramiz konstitutsiya meniki sizniki bizniki konstitutsiya bizga tegishli,positive
bugun amalga oshirilayotgan rossiya o‘zbekiston qo‘shma loyihalarining qiymati milliard dollardan oshdi dedi rossiya iqtisodiy rivojlanish vazirining o‘rinbosari dmitriy volvach o‘zbekiston rossiya va rossiya o‘zbekiston biznes kengashlarining ettinchi yig‘ilishida,positive
o‘zgidromet kelgusi dam olish kunlari uchun ob havo ma‘lumotlarini e‘lon qildi o‘zbekistonliklarni darajagacha quyoshli va issiq ob havo kutmoqda,negative
toshkentda apreldan maygacha bo‘lgan davrda sovuq suvning an‘anaviy uzilishi bo‘lib o‘tadi,negative
o‘zbekiston ikkita quyosh elektr stansiyasini shuningdek chiqindi gazidan elektr energiyasi ishlab chiqaradigan obyektni qurish bo‘yicha shartnomalar imzoladi,positive
o‘zbekistonda maydan boshlab qonunchilikka bir qator yangi o‘zgarishlar kuchga kiradi ular orasida masalan jarimalarga chegirmalar paydo bo‘lishi ishsizlarga ipoteka kreditlari berish muhtojlarga mahsulotlar narxining pasayishi jarimalar va ish haqining ko‘payishi shuningdek eng kam ish haqi va brv,negative
iibb toshkentliklardan o‘z avtomobillarini avtomobil yuvish va avtomobil xizmatlarida qarovsiz qoldirmaslikni shuningdek avtomobil kalitlarini notanish odamlarga bermaslikni so‘radi bu avtomobilni o‘g‘irlashga olib kelishi mumkin,positive
aprel kuni ertalab o‘zbekistonning asosiy yangiliklari mirziyoyev o‘zbekiston xorijiy investorlar bilan hamkorlik qilishga tayyor bo‘lgan beshta asosiy yo‘nalishni aytib o‘tdi uch nafar o‘zbekistonlik telefonni olish uchun hojatxonada vafot etdi bu mamlakatda bunday birinchi holat emas o‘zbekistonda ular yana sobsni ishga tushirish haqida gapira boshladilar,positive
kecha toshkentda ta mashina to‘qnashgan ommaviy avariyaning yangi fotosuratlari paydo bo‘ldi,negative
toshkentda maktab o‘quvchisini kaltaklash tafsilotlari ma‘lum bo‘ldi uch do‘stning sakkizinchi sinf o‘quvchisini kaltaklashi va kamsitishi uchun sabab taxminan bir oy oldin jabrlanuvchi va tahlilchio‘rtasida sodir bo‘lgan ijtimoiy tarmoqlardagi yozishmalar edi,negative
davlat xavfsizlik xizmati gbs xodimlari toshkent viloyatida imperatorlaqabli jinoiy guruh rahbarini hibsga olishdi,positive
toshkentda kechga qadar qisqa muddatli yomg‘ir momaqaldiroq bo‘lishi mumkin shamol m sharorat o‘zgidrometda xabar berilgan,positive
rasmiylar ishlab chiqarilgan go‘sht va un narxini qanday kamaytirish bo‘yicha hiyla nayrangni o‘ylab topishdi toshkentda ta avtomobil ishtirokida ommaviy baxtsiz hodisa yuz berdi o‘zbekistonda yana o‘z sun‘iy yo‘ldoshini ishga tushirish haqida gap ketmoqda va kichik baxt aprel kuni o‘zbekistondagi asosiy voqealar sharhida bu va boshqa ko‘p narsalar haqida o‘qing,positive
uch nafar o‘zbekistonlik telefonni olish uchun hojatxonada vafot etdi bu mamlakatda bunday birinchi holat emas,negative
nurxon qurbonova yengil atletikachi juftlik atrofga qarang butun dunyo o‘zgarmoqda o‘zgarishlar har doim g‘alabalarga olib keladi biz hammamiz o‘zgarishga loyiqmiz,positive
o‘zbekistonda yana o‘z sun‘iy yo‘ldoshini ishga tushirish haqida gap boshlandi bu safar ambitsiyalar yanada kamtar bo‘ldi biz kubsat haqida gapiramiz bu kichik kosmik kema yoki nanosatellit,positive
toshkentda katta baxtsiz hodisa yuz berdi to‘rtta yuk mashinasi va sakkizta yengil avtomobil to‘qnashdi,negative
o‘zbekiston hukumati go‘sht va unni qanday qilib arzonroq qilish kerakligini aniqladi o‘zbek kompaniyalari qozog‘istonda qoramol va don yetishtirib keyin ularni mamlakatimizga olib keladi,positive
aprel oqshomida o‘zbekistonning asosiy yangiliklari uzbekistan airways bortida bola tug‘ildi amirlik adss toshkent oqova suvlarini yig‘ish va tozalash uchun zamonaviy stansiya quradi temir yo ‘lchilar toshkent samarqand va qarshi yo ‘nalishlarida qo‘ shimcha tezkor poyezdlarni ishga tushiradilar men ishlaydigan kompaniyalar,positive
shavkat mirziyoyev o‘zbekiston xorijiy investorlar bilan hamkorlik qilishga tayyor bo‘lgan beshta asosiy yo‘nalishni aytib o‘tdi,positive
toshkentda damas kanalga uchib ketdi uni olib chiqish uchun qutqaruvchilarni chaqirish kerak edi,positive
toshkentda lacetti dagi yosh yigit o‘quvchini maktab binosi oldida urib yubordi,negative
shavkat mirziyoyev o‘z farmoni bilan yil oxirigacha yosh xodimlar faoliyat yuritayotgan korxona va kompaniyalarga ijtimoiy soliqni qaytarish bo‘yicha imtiyozni uzaytirdi,positive
temir yo‘lchilar toshkent samarqand va qarshi o‘rtasidagi yo‘nalishlarda qo‘shimcha tezkor poyezdlarni ishga tushiradilar oddiy yo‘lovchilar sotib olishlari uchun sayyohlik kompaniyalari buyurtmalarini chetlab o‘tib qo‘shimcha poezd chiptalari bepul sotuvga qo‘yilishi muhimdir,positive
polshada yashiringan firibgar o‘zbekistonga olib kelindi u o‘nlab odamlarni aldab ularga janubiy koreyada ishlashni va‘da qildi,positive
aprel kuni ertalab o‘zbekistonning asosiy yangiliklari mashhur o‘zbek bloggeri ayollarga nisbatan zo‘ravonlik sahnalari aks etgan videoni suratga oldi faollar huquqni muhofaza qilish organlaridan chora ko‘rishni so‘rashadi toshkentda vogue ni zabt etgan va forbes ro‘yxatiga kiritilgan o‘zbekistonlik dizaynerning ustaxonasi ochildi andijonda o‘g‘il bolalarning eri,positive
abu dabi sewerage services company adss amirlik kompaniyasi toshkent oqava suvlarini yig‘ish va tozalash uchun zamonaviy stansiya quradi,positive
toshkentdan istanbulga uchayotgan uzbekistan airways bortida aprel kuni bola tug‘ildi,positive
toshkentda bugun yomg‘ir yog‘maydi shamol m s harorat deb xabar beradi o‘zgidromet,positive
qashqadaryo viloyatida konstitutsiya bizniki konstitutsiya shuni ko‘rsatadiki mehnatga layoqatli yoshdagi bolalar ota onalariga g‘amxo‘rlik qilishlari shart bu menga juda yoqdi o‘zgarishlar insonning qadr qimmati va manfaatlari uchun amalga oshiriladi biz ovoz beramiz,positive
mutaxassis nima uchun farg‘ona vodiysi mintaqada portlashning detonatori bo‘lishi mumkinligini aytdi soxta va sifatsiz mahsulotlarni osongina aniqlash imkonini beruvchi raqamli stiker o‘zbekistonliklarni arzon avtomobillar bilan to‘ldirmoqchi bo‘lgan avtovaz va kambag‘al bolalar bu haqda va bo hqa ko‘p nar alar haqida,positive
toshkentda yangi moda joylashuvi paydo bo‘ldi bu dizayner zhenya kimning aprel kuni ochilgan ustaxonasi haqida seminarning taqdimotida ga yaqin mehmonlar shu jumladan taniqli o‘zbekistonlik rassomlar tadbirkorlar san‘at arboblari shuningdek zhenya kimning hamkasblari dizaynerlar shu jumladan rus va gruzin modalari yig‘ildi,positive
ulug‘bek rashitov taekvondo bo‘yicha tokio olimpiadasining oltin medali sohibi hayotingizda ko‘rishni istagan o‘zgarishlarga aylaning hech kim siz uchun tanlov qilmaydi sizda eng yaxshi murabbiy va jamoa bo‘lishi mumkin ammo oxir oqibat siz o‘zingiz qaror qabul qilishingiz kerak yashash o‘zgarishni anglatadi o‘zgartirish,positive
rossiyaning avtovaz kompaniyasi o‘zbekistonda yangi avlod lada vesta avtomobillarini ishlab chiqarishni tashkil etishga va yiliga mingta avtomobil ishlab chiqarishga tayyor biroq kompaniyaning maqsadi yiliga ming lada avtomobilini ishlab chiqarish va o‘zbekiston bozorining foizini egallashdir bu haqda avtovazprezidenti jurnalistlarga ma‘lum qildi,positive
namangan viloyatida bir kishi talabani ta‘qib qildi u uni telefon orqali chaqirdi haqorat qildi va hatto onasini o‘ldirish bilan tahdid qildi,negative
mashhur o‘zbek bloggeri doniyor qayumov ayollarga nisbatan zo‘ravonlik sahnalari aks etgan videoni suratga oldi zo‘ravonlikka qarshi loyiha faollari nemolchiuz huquqni muhofaza qilish organlaridan chora ko‘rishni so‘rash,negative
andijon viloyatida bemorning eri va uning uchta do‘sti shifokorni kaltaklashdi ular shifokorning bemorni tekshirish va davolash usulini yoqtirmadilar,negative
yekaterinburgda xiii yevroosiyo yoshlar iqtisodiy forumi eefm o‘tkaziladi uning asosiy mavzusi ko‘p qutbli dunyo yangi voqelik markazida,positive
markaziy osiyo va rossiya mamlakatlarining yetakchi ekspertlari farg‘ona vodiysining kelajagini mintaqadagi vaziyatni beqarorlashtirish kontekstida muhokama qildilar muhokamada ishtirok etgan ma‘no tadqiqot tashabbuslari markazi direktori baxtiyor ergashevning so‘zlariga ko‘ra farg‘ona vodiysi bugungi kunda juda jiddiy salohiyatga ega,negative
toshkentda mast odam xotini bilan janjallashib o‘zini spirtli ichimlik bilan to‘ldirib o‘t qo‘ydi,positive
o‘zbekistonda yilda ishga tushirilgan majburiy markalash tizimi raqamli identifikatsiya qilinadigan tovarlar ro‘yxatini kengaytirishda davom etmoqda tamaki mahsulotlari alkogol mahsulotlari maishiy texnika va farmatsevtika mahsulotlari endi rasmiy ravishda datamatrix kodlarisiz bozorga chiqmaydi navbatda mi,positive
toshkentda enaga uyida uch yoshli bola vafot etdi bola podvalga tushganidan keyin ayol tez yordam xizmatiga murojaat qilmadi,negative
surxondaryo viloyatida onasi yosh qizini tayoq bilan qattiq urdi u uzoq vaqt ko‘chada yurganini yoqtirmasdi ushbu shafqatsiz kadrlarning videosi boshqa kuni ijtimoiy tarmoqlarda tarqaldi,negative
toshkentda maktab o‘quvchisini kaltaklashning yana bir holati yuz berdi ijtimoiy tarmoqlarda bir nechta qizlarning tanishini kaltaklagani aks etgan video tarqaldi,negative
o‘zbekistonda aqlli dubulg‘alar ishlab chiqarishni yo‘lga qo‘yish rejalashtirilgan italiya texnologiyasini o‘tkazish uchun taxminan million dollar sarflanadi,positive
surxondaryo viloyatida mast odam fuqarolik xotinini ketmon bilan qattiq urib keyin uni bo‘g‘ib o‘ldirgan,negative
bundan roppa rosa yil oldin yil aprel kuni ertalab soat da toshkentda halokatli zilzila yuz berib o‘sha paytda shaharda yashagan mingdan ortiq odamni million kishi uysiz qoldirgan ushbu buyuk davrning noyob kadrlarini tomosha qiling,negative
aprel kuni ertalab o‘zbekistonning asosiy yangiliklari buxoroda firibgar masjidlar yonida og‘ir kasal erining fotosurati bilan sadaqa yig‘ayotgan edi samarqandda haydovchi maktab o‘quvchisini piyodalar o‘tish joyida urib tushirdi va keyin hech narsa bo‘lmagandek haydab ketdi video o‘zbekistonda t bozorida birinchi mustaqil operator paydo bo‘ladi,positive
xorazm viloyatida yana bir dahshatli jinoyat sodir bo‘ldi otasi o‘zining etti yoshli o‘g‘lini bo‘g‘ib o‘ldirdi,negative
toshkentda bugun yomg‘ir yog‘maydi shamol m s harorat deb xabar beradi o‘zgidromet,positive
andijon viloyatida baxtsiz hodisa deyarli katta fojiaga olib keldi damas to‘qnashuvdan so‘ng yo‘l chetiga uchib ketdi va deyarli bir guruh piyodalarni urib tushirdi,negative
o‘zbekistonlik ishbilarmonlar o‘zboshimchalik bilan ishlashlari kerak yo‘lda o‘limga sabab bo‘ladigan o‘ldirilmaydigan damalar aviamarshrutka laqabli mahalliy arzon aviakompaniya shuningdek mashina billiard aprel kuni o‘zbekistondagi asosiy voqealar sharhida bu va boshqa ko‘p narsalar haqida o‘qing,positive
farg‘onada yana bir jivoder paydo bo‘ldi erkak ijtimoiy tarmoqlarda mushukni qurol bilan o‘ldirgani va kiyikning tomog‘ini kesgani haqidagi videoni namoyish etdi,negative
samarqandda haydovchi maktab o‘quvchisini piyodalar o‘tish joyida urib tushirdi va keyin hech narsa bo‘lmagandek haydab ketdi,negative
nukusda bizning konstitutsiyamizshiori ostida navbatdagi shou konsert dasturi bo‘lib o‘tdi muynakning farzandi sifatida men orol taqdiri haqida qayg‘urmaydigan har bir kishini referendumda faol ishtirok etishga chaqiraman dedi qoraqalpog‘istonlik bir qiz konstitutsiyani targ‘ib qilish doirasida nukusda bo‘lib o‘tgan shou kontsertga tashrif buyurgan,positive
xalqaro futbol federatsiyasi fifa prezidenti janni infantino may kunlari o‘zbekistonga tashrif buyuradi,positive
parijda orolbo‘yi hududida yashovchi ayollarning muammolari ta‘kidlandi parijda aprel kuni o‘zbekistonlik vatandoshlar xalqaro forumi bo‘lib o‘tdi uzbekistan‘s club ijodiy jamoasi tomonidan tashkil etilgan generating ideas forumda xalqaro muvaffaqiyatga erishgan dan ortiq o‘zbekistonlik vatandoshlar ishtirok etdi,positive
o‘zbekistonda telekom infratuzilmasi bozorida birinchi mustaqil operator paydo bo‘ladi uni yaratish rossiyaning servis telekomkompaniyasi tomonidan amalga oshiriladi,positive
toshkentda struitel quruvchilar va qipchoqmetro stansiyalari o‘rtasida avtobus yo‘nalishi ishga tushirildi,positive
toshkent hayvonot bog‘idagi himoloy ayiqlarida ayol shon sharaf va erkak koli chaqaloq tug‘ildi kecha tekshiruv paytida yangi yashovchining jinsi aniqlandi bu vazni allaqachon kg bo‘lgan bola,positive
aprel oqshomida o‘zbekistonning asosiy yangiliklari mirziyoyev baxtiyor saidovni tashqi ishlar vaziri lavozimiga tasdiqladi bugungi kunda ishbilarmonlarning aksariyati to‘liq huquqiy o‘zboshimchalik sharoitida ishlashlari kerakligini tushunishadi ismat kuchiyev issiqlik kuchayadi o‘zgidromet haftadagi ob havo haqida gapirdi ichida,positive
buxoro viloyatida bir ayol masjidlar yonida og‘ir kasal erining fotosurati bilan sadaqa yig‘ayotgan edi aslida u internetda haqiqatan ham davolanishga muhtoj bo‘lgan notanish odamning fotosuratini oldi va uni turmush o‘rtog‘i sifatida berdi imonlilar unga bergan pulni cho‘ntagiga solib qo‘ydi,negative
uzbekistan airports boshqaruvi raisi rano juraeva mahalliy arzon aviakompaniyaning silk avia birinchi reysini ishga tushirish marosimi doirasida ushbu aviakompaniya nima uchun yaratilganligini aytib berdi uning so‘zlariga ko‘ra bu masalan toshkentdan urganchga uchib samarqandga boradigan havo marshruti,positive
o ‘zbekiston respublikasi konstitutsiyasining yangi tahriri loyihasining moddasi uchinchi qismida saylov huquqiga ega bo ‘lgan o‘ zbekiston respublikasi fuqarolari kamida yuz ming kishidan iborat bo ‘ lsa qonunchilik tashabbusi tartibida respublika oliy majlisining qonunchilik palatasiga kiritish huquqiga egadirlar,positive
