text,sentiment
o‘zbekistonning bir qator protestant konfessiyalari asosiy xristian bayrami pasxani nishonladilar imonlilar she‘rlar o‘qishdi teatr tomoshalarini namoyish etishdi va masihning tirilishi haqida qo‘shiqlar kuylashdi uz toshkent chirchiq buxoro farg‘ona va andijon cherkovlaridan vazirlik fotosuratlarini to‘pladi,positive
namanganning davlatobod tumanida ohak ishlab chiqarish korxonasi milliard so‘mdan ortiq gazdan noqonuniy foydalangan,negative
o‘zbekiston markaziy saylov komissiyasi ovoz berish jarayonini videotasvirga olishni tashkil etish aprel kunlari muddatidan oldin ovoz berish saylovchilarni aniqlash jamoat tartibini ta‘minlash va nogiron fuqarolar uchun qulayliklar yaratish masalalarini muhokama qildi,negative
o‘zbekiston markaziy banki tomonidan apreldan boshlab belgilangan valyuta kurslari,positive
shanbadan yakshanbaga o‘tar kechasi toshkent pravoslavlari nasroniylarning asosiy bayrami pasxani nishonladilar bu yil ertalab soat da quddusdan toshkentga muborak olov keldi to‘rt soatlik kechikishga qaramay imonlilar ziyoratgohni kutishdi va undan sham yoqishdi uz reportaj tayyorladi,positive
toshkentdagi mudofaa ishlari bo‘yicha tuman boshqarmalaridan birining boshlig‘i dollar olganida hibsga olingan u harbiy chiptani olishda yordam berishga va‘da berdi,negative
o‘zbekiston gimnastikachilari toshkentda badiiy gimnastika bo‘yicha jahon kubogi bosqichida bitta kumush va uchta bronza medalni qo‘lga kiritdi musobaqaning yakuniy kuniga saida mirziyoyeva alina kabayeva va boshqa mehmonlar tashrif buyurishdi,positive
o‘zbekistonda open budget portalidagi tashabbus byudjeti doirasida mening yo‘lim dasturi boshlandi fuqarolar o‘z mahallalarida yo‘llarni ta‘mirlash va qurish bo‘yicha loyihalarni taklif qilib milliard so‘m ajratishda ishtirok etishlari mumkin takliflar to‘plami aprelgacha davom etadi,negative
toshkent shahar hokimi i o shavkat umurzakov ushbu lavozimga tayinlanganidan beri bir oydan kam vaqt oldin ta qarorni imzolagan ammo ularning deyarli yarmi jamoatchilikdan yashiringan qabul qilingan ta buyruqdan tasi ham mavjud emas,negative
chorshanba kuni antitsiklon o‘zbekiston hududidan chekinishni boshlaydi va ish haftasi oxirigacha quruq ob havo o‘rnatiladi havo harorati asta sekin ko‘tariladi va juma kuni kechasi daraja kunduzi oralig‘ida bo‘ladi,positive
farg‘ona viloyatida oylik qizini ming dollarga sotmoqchi bo‘lgan ayol hibsga olingan u olgan pullari bilan kvartira sotib olmoqchi edi,negative
dam olish kunlari germaniyada qolgan uchta aes elektr tarmog‘idan uzildi buni yilda amalga oshirish rejalashtirilgan edi ammo rossiyadan gaz etkazib berishning qisqarishi tufayli muddat qoldirildi uchta aes mamlakatda ishlab chiqarilgan elektr energiyasining atigi foizini tashkil etdi,positive
aprel kuni toshkentdagi metro halqa liniyasining stansiyasi kuyluk beshta yangi stansiya o‘rtasida poyezdlar harakati sinovdan o‘tkazilishi munosabati bilan yopiladi,positive
toshkentdagi yo‘nalishdagi avtobus salonida isuzu salonda ayollar va erkaklar zonalari mavjudligi haqida e‘lonlar paydo bo‘ldi toshshahartransxizmat e‘lonlarni olib tashlashni e‘lon qildi va ayollar va erkaklarning tengligini eslatdi,negative
nyu yorklik muralist rassom lens jonson toshkentda ikki hafta o‘tkazdi va yosh toshkentlik hamkasblari bilan noyob mavhum asarlar yaratdi bu uning cec artslinks dasturi va ilhom teatridagi ishtiroki tufayli mumkin bo‘ldi biz rassom bilan uchrashdik va uning graffitiga bo‘lgan muhabbati ushbu san‘at turining ijtimoiy ahamiyati va tashrifi natijasida bo‘lib o‘tgan dialoglar ko‘rgazmasi haqida suhbatlashdik jonson bizga asarlarni qanday yaratishini ,positive
tahlilchi karen srapionovning fikricha banklarning minimal kapitalining o‘sishi bozorni birlashtirish istagi bilan bog‘liq bo‘lishi mumkin va bank tizimining manfaatlariga mos kelmaydi u o‘z ustunida qonun loyihasini qayta ko‘rib chiqish mumkinligiga umid bildiradi,positive
o‘zbekiston energetika vazirligi rahbari jurabek mirzamahmudov va rossiya hukumati rahbarining o‘rinbosari aleksandr novak o‘zbekistonga neft va neft mahsulotlari yetkazib berishni ko‘paytirish imkoniyatlarini shuningdek rosatom kompaniyasining yangi atom energetikasi obyektlarini qurishda ishtirok etish istiqbollarini muhokama qildilar,positive
aprel kunlari toshkent va respublika viloyatlarida xalqaro tasviriy va amaliy san‘at festivali bo‘lib o‘tadi dasturda o‘zbekiston va xorijiy mamlakatlar rassomlarining ko‘rgazmalari rasm va amaliy san‘at bo‘yicha mahorat darslari tarixiy liboslar va zamonaviy kiyimlar namoyish etildi,positive
siz biroz beparvo bo‘lishingiz kerak sirk ijrochilari ularning ishlari haqida har yili aprel oyining uchinchi shanba kuni butunjahon sirk kuni nishonlanadi rassomlar o‘zlarining chiqishlarida har doim jamiyatning hozirgi hayotini aks ettirgan shuning uchun ular tomoshabinlar tomonidan sevilgan muhim sana sharafiga uz men davlat sirk san‘atkorlari bilan kasb va uning hayotidagi ahamiyati haqida suhbatlashdim,positive
o‘zbekiston korrupsiyaga qarshi kurashish agentligi veb saytida agentlik rahbari akmal burxanov olgan sovg‘alar ro‘yxatini e‘lon qildi sakkizta suvenir va devor rasmlarining umumiy qiymati mln so‘mga baholandi,positive
o‘ zgidromet va zaminn jamg ‘armasi qo‘ shma loyiha doirasida jizzax va guliston shaharlarida ikkita yangi avtomatik havo monitoringi stansiyasini o ‘ rnatdilar shuningdek stantsiyalar urganch nukus samarqand termiz va boshqa shaharlarda o‘rnatiladi toshkentda ikkita stansiya faoliyat ko‘rsatmoqda,positive
shakarlangan mevalar va muzli klassik pasxa keki tvorogli pirojnoe kutilmagan pasxa pishiriqlari quritilgan mevalar bilan boy rulolar va pasxa choy partiyasi uchun boshqa pishirish retseptlari tanlovda zirauz,positive
locas tour dubayga sayohatni taklif etadi bu noyob atmosferadan bahramand bo‘lish va dengiz va cho‘lning barcha go‘zalligini ko‘rish uchun shahar shartlar sana dan maygacha kecha narxi ikki kishilik turar joy bilan bir kishiga so‘mdan narxga quyidagilar kiradi wizz air da havo sayohati uch yulduzli hotel ibis dubai al barsha mehmonxonasida qolish nonushta asosida ovqatlanish transfer viza va sug‘urta alohida to‘lanadi gazetauz promo kodi dollarli,positive
yetti kino premyerasi toshkent sirkidagi ochiq eshiklar kuni sharq bozori yarmarkasi sakura run yugurishi konsertlar ko‘rgazmalar ijodiy mahorat darslari partiyalar spektakllar bolalar uchun tadbirlar va kelgusi dam olish kunlaridagi boshqa tadbirlar tanlovda,positive
qozog‘iston va xitoy hukumatlari o‘z fuqarolari uchun vizasiz rejimni har ikki yo‘nalishda ham joriy etishni rejalashtirmoqda vizasiz qolish muddati chegarani kesib o‘tgan kundan boshlab kun bo‘ladi,positive
senatorlar banklarning ustav kapitalini yilgacha bosqichma bosqich mlrd so‘mgacha oshirishni nazarda tutuvchi tuzatishlarni ma‘qulladilar bundan tashqari aktsiyadorlari va yakuniy benefitsiarlari offshor zonada bo‘lgan norezidentlar uchun talablar yumshatilmoqda markaziy bank rahbarining o‘rinbosari behzod hamrayev o‘zgarishlarni tushuntirdi,negative
taxtakaracha dovonida yuk mashinasi jarlikdan qulab tushdi va yonib ketdi haydovchi va yo‘lovchi kabinadan sakrashga muvaffaq bo‘lishdi,negative
kelgusi uch yil ichida biz tayyor mahsulot eksportini ikki baravar oshirishni rejalashtirmoqdamiz bunga erishishning yagona yo‘li jst a‘zosi bo‘lishdir bu mamlakat bilan adolatli savdo tizimini yo‘lga qo‘yish va barqaror bozorlarga ega bo‘lish imkonini beradi dedi prezident mamlakatning tashkilotga kirish jarayoni bilan tanishib,positive
rossiya tashqi ishlar vaziri sergey lavrov o‘zbekistonga tashrifi chog‘ida gaz ittifoqi loyihasini muhokama qilishda o‘zbekiston qozog‘iston va rossiya shu jumladan prezidentlar darajasida faol rivojlanganligini ma‘lum qildi,positive
activist loyihasi muallifi xodjiakbar nosirov haram yogurtlari videosi uchun kunga hibsga olingan bo‘lib suddan advokatining shikoyatini ko‘rib chiqmasdan qoldirishni so‘radi dedi poytaxt sudlari matbuot xizmati himoyachi o‘z bayonotida tergov va sud jarayonida yuzaga kelishi mumkin bo‘lgan qonunbuzarliklarni qayd etdi,positive
yilda samarqandga mdh madaniy poytaxti toshkentga esa yoshlar poytaxti maqomi beriladi bundan tashqari hamdo‘stlik mamlakatlari har to‘rt yilda nogiron bolalar uchun spartakiada o‘tkazishga qaror qilishdi,positive
markaziy bank ikki oydan so‘ng aholining sezilgan inflyatsiyasi to‘g‘risidagi ma‘lumotlarni nashr etishni qayta boshladi yanvar oyida bu ko‘rsatkich gacha ko‘tarildi bu yil iyulidan beri koronavirus pandemiyasi avj olgan paytdan beri eng yuqori ko‘rsatkichdir ammo shunga qaramay rasmiy inflyatsiya bilan bo‘shliq pastroq edi,negative
milanda tashkent modernizm ko‘rgazmasi taqdim etiladiindex uning maqsadi toshkentning modernistik arxitekturasini hujjatlashtirish talqin qilish va saqlashdir shuningdek poytaxtdagi modernizm yodgorliklari bo‘ylab piyoda marshrutni ishlab chiqish rejalashtirilgan,positive
andijon viloyati hokimligi prokuraturaga hokim shuhrat abdurahmonovning sha‘ni va qadr qimmatini kamsituvchi ma ‘ lumotlar tarqatilganligi yuzasidan ariza yuborilganini ma‘lum qildi avvalroq ommaviy axborot vositalari shu jumladan davlat ommaviy axborot vositalari abdurahmonovning tarmoqda hokim bilan yaqin video paydo bo‘lganidan keyin ishdan bo‘shatilganini e‘lon qilgan edi,negative
inklyuziv biznes forum aprel kuni toshkentda bo‘lib o‘tadi tadbirkorlarga inklyuziv ish bilan ta‘minlashning muvaffaqiyatli holatlari va nogironligi bo‘lgan ish beruvchilar uchun davlat tomonidan beriladigan subsidiyalar va imtiyozlar to‘g‘risida ma‘lumot beriladi,positive
xorazm viloyatida erta tongda kuzatilgan kuchli shamol endi boshqa mintaqalarda kuzatilmoqda buxoro birinchi va navoiy viloyatlaridan kelgan chang bo‘roni haqidagi ushbu videolar navoiy viloyati gidrometeorologiya boshqarmasining telegram kanali tomonidan chop etilgan,negative
prezident farmoni bilan o‘zbekistonga sement kontrplak qolip va boshqa qurilish materiallari importi yilgacha bojxona to‘lovlaridan ozod qilinadi avvalroq davlat rahbari ushbu chora uy joy qurish narxini pasaytirishga qaratilganligini ma‘lum qilgan edi,positive
kaspiy dengizi mintaqalaridan turkmaniston orqali salqin va nam havo massalari kirib kelishi natijasida dam olish kunlari kunduzgi harorat darajaga kechasi ga tushadi m s gacha shamol esishi mumkin,positive
bir qator internet ommaviy axborot vositalari jumladan davlat ommaviy axborot vositalari andijon viloyatini qariyb yil davomida boshqargan shuhrat abdurahmonovning ishdan bo‘shatilgani haqida xabar berdi bundan oldin hokim bilan yaqin video paydo bo‘lgan ushbu ma‘lumot rasmiy ravishda tasdiqlanmagan ommaviy axborot vositalari o‘zlarini rad etishni boshladilar,negative
afg‘onistonning qo‘shni davlatlari o‘zbekiston eron xitoy pokiston rossiya tojikiston va turkmanistonning vazirlar yig‘ilishida tomonlar ushbu davlatda infratuzilma va ijtimoiy iqtisodiy loyihalarda ishtirok etishga tayyor ekanliklarini bildirishdi uchrashuvda afg‘oniston tiv rahbari ham so‘zga chiqdi,positive
urganch va xorazm viloyati tumanlarida erta tongda kuchli chang shamollari kuzatildi ba‘zi hududlarda elektr uzilishlari sodir bo‘ldi,negative
o ‘zbekiston fermer xo‘ jaliklari dalalari chetidagi ming gektarga yaqin foydalanilmayotgan yerlardan qishloq xo ‘ jaligi mahsulotlari yetishtirish o‘rdak yetishtirish va asalarichilik uchun foydalanishga qaror qilindi sirdaryoda mehnat migratsiyasidan qaytgan va daftarlarga kiritilgan ijtimoiy issiqxonalar quriladi,positive
o ‘zbekiston soliq qo‘ mitasi kartadan kartaga o ‘tkazmalarga soliq solish joriy etilganligi to‘ g ‘ risidagi xabarlarni rad etdi biroq banklardan birining xodimi iqtisodiyot vazirligi va nk vakillari bilan uchrashuv natijalariga ko‘raendi soliq organlari siz haqingizda barcha ma‘lumotlarni bilib oladi saqlaydi va tahlil qiladi,negative
prezident aholini ipoteka kreditlari orqali uy joy bilan ta‘minlash dasturini tasdiqladi maydan boshlab banklarga fuqarolarga rasmiy daromadsiz ipoteka berish ipoteka kreditlari bo‘yicha tabaqalashtirilgan stavkalarni belgilash qurilayotgan uyni garov sifatida qabul qilish va boshqalarga ruxsat beriladi,positive
erkak yil yozida yoshli qizni zo‘rlaganlikda gumon qilinmoqda keyin u bu haqda ota onasiga aytishga jur‘at etmadi lekin keyinchalik ular xabardor bo‘lgach oila huquqni muhofaza qilish organlariga bir necha bor murojaat qildi jinoyat ishi faqat joriy yilning aprelida qo‘zg‘atilgan,negative
yangiyul sport klublaridan birida bir yigit vafot etdi o‘lim sababi o‘tkir yurak etishmovchiligi edi,negative
madaniyat va ma‘rifat madaniyat va ma‘rifat telekanali negizidakarvon karvon kanalini tashkil etish to‘g‘risidagi hujjat loyihasi jamoatchilik tomonidan tanqid qilindi madaniyat va turizm vaziri ozodbek nazarbekov telekanal nomi va amaldagi loyihalarini saqlab qolishini ma‘lum qildi,negative
chet elliklar va o‘zbek biznesi bir birining umidlarini oqlamaydi deya xabar beradi talentlab yollash agentligi chet ellik mutaxassislar vazifalarni noaniq belgilash va mahalliy kadrlarning sust intizomidan norozi ish beruvchilar chet elliklarning narxlari yorlig‘i va ularning ish natijalari,positive
aqsh usm xoldingi alisher usmonov va unga aloqador kompaniyalarga qarshi sanktsiyalar kiritdi jumladan ohangarantsement ucellda ulushga ega bo‘lgan digital invest kompaniyasi va o‘zbekistonda markalash tizimi operatori va boshqalar o‘zbekiston fuqarolari va mahalliy aholisi ham sanktsiyalarga duch kelishdi,positive
o‘zbekiston milliy bioxilma xillik siyosatini kunming monrealning bioxilma xillik bo‘yicha global doiraviy dasturiga muvofiqlashtiradi bunda bmttd uni qo‘llab quvvatlaydi,positive
toshkentdagi tantanali tadbirda o‘zbekiston prezidenti falastin yaponiya qatar slovakiya va pokistonning yangi elchilarining ishonch yorliqlarini qabul qildi,positive
aprel kunlari mamlakat shimolida o‘zbekiston hududiga sovuq havo kirib kelishi natijasida tungi harorat darajaga tushadi kun davomida butun respublika bo‘ylab yomg‘ir momaqaldiroq va do‘l yog‘ishi mumkin harorat darajadan oshmaydi,positive
o‘zbekiston karantin va o‘simliklarni himoya qilish agentligi va tojikistonning chigirtkalarga qarshi ekspeditsiya muassasasi fao ko‘magida ming gektar yerni transchegaraviy tekshiruvdan o‘tkazdi,positive
o‘zbekiston birinchi oltita davlat qatorida jsst tomonidan qo‘llab quvvatlanadigan yangi global platforma doirasida bolalar saratoniga qarshi dori darmonlarni qabul qiladi uni ishga tushirishga tayyorgarlik forumi aqshda bo‘lib o‘tmoqda,positive
toshkentdagi oltintopgan ko‘chasida spark haydovchisi yo‘l chetida turgan boshqa spark bilan to‘qnashuvdan so‘ng boshqaruvni yo‘qotib yo‘l bo‘ylab ketayotgan ayolga yugurdi jabrlanuvchi kasalxonada vafot etdi,negative
toshkent may oyigacha ta katta va ayniqsa katta sig‘imli yangi avtobuslarni olishi kerak qisqa vaqt ichida bunday miqdordagi avtobuslar hech qachon etkazib berilmagan aprel holatiga ko‘ra poytaxtga ta elektr avtobus ta avtobus va ta harmonikayetkazib berildi biz avtobus parkiga bordik va yangi transportning ichkaridan qanday ko‘rinishini eskisidan qanday farq qilishini va boshqalarni bilib oldik,positive
istiqbolli loyihalar milliy agentligi taniqli qozog‘istonlik tadbirkor investor va jamoat arbobi marg‘ulan seysembayevni toshkentga taklif qildi yakshanba kuni raqamli iqtisodiyot va agrotexnologiyalar universitetida bo‘lib o‘tgan ma‘ruzasida u o‘zbekiston uchun qishloq xo‘jaligining afzalliklari neyron tarmoqlarni tartibga solish va to‘siqlar bo‘yicha mamlakatning rivojlanish darajasi haqida nima deyish mumkinligi haqida gapirdi videoda nutq par,positive
toshkent aeroportida ikkinchi uchish qo‘nish yo‘li rekonstruksiya qilindi jurnalistlar dubaydan kelgan uzbekistan airways aviakompaniyasining yangilangan uchish qo‘nish yo‘lagiga qo‘ngan birinchi samolyot boeing dreamliner bilan uchrashishdi,positive
polshaga o‘qishga qanday kirish mumkin otabek zufarov tarixi yilda otabek zufarov polshaning eng yaxshi uchta ta‘lim muassasalaridan biri bo‘lgan poznan shahridagi adam mitskevich universitetiga o‘qishga kirdi xorijiy diplom loyihasi doirasida u viza olishning murakkabligi va polsha ta‘lim tizimining afzalliklari haqida gapirdi,negative
toshkentda yozga qadar rejalashtirilgan respublika bolalar kutubxonasining ochilishi kuzga qoldirildi bu murakkab tiklash ishlari bilan bog‘liq bundan tashqari kutubxona oldida obodonlashtirish ishlari olib borilmoqda bu jamoat maydonining munosib namunasibo‘lishni va‘da qilmoqda,negative
o‘zbekistonning ohangarantsement sement zavodi aqshning yangi sanksiyalari ostida qoldi usm xolding kompaniyasi alisher usmonov tomonidan tashkil etilgan akkermann cement ca kompaniyasi ham cheklovlarga duch keldi u yil boshida zavod aksiyalarining foizini sotib oldi,negative
buyuk britaniya sanksiyalar ro‘yxatiga tadbirkor alisher usmonovning usm xoldingini shuningdek u bilan bog‘liq deb taxmin qilingan ikkita kompaniyani qo‘shdi usm sanktsiyalarni adolatsiz va asossiz deb bilishini aytdi,positive
toshkentda yangi shahar elektr avtobuslari va avtobuslari shu jumladan poytaxtda yil bo‘lmagan akkordeonlar taqdim etildi uz men avtobuslarning xususiyatlarini akkordeonlar qaysi yo‘nalishlarga qo‘yilishini va buning uchun chiziqlar va to‘xtash joylarini qanday tayyorlashni bilib oldim,positive
voyaga etmagan qizni zo‘rlashda gumon qilingan namangan ilgari hibsga olishga urinish paytida qochib ketgan u yashagan ko‘chadagi uyning podvalida topilgan unga nisbatan qamoqqa olish shaklida ehtiyot chorasi qo‘llanilgan,positive
qashqadaryo viloyatining ikki tumani hokimlarining yordamchilariga nisbatan jinoiy ishlar qo‘zg‘atildi ulardan biri gbs ma‘lumotlariga ko‘ra ikki korxonaning norasmiy rahbari bo‘lib qurilish materiallarini sotib olish uchun bankdan mlrd so‘mlik imtiyozli kredit oldi va bu pulni o‘zlashtirdi,positive
ayollar va bolalarni himoya qilish tizimini kuchaytirish to‘g‘risidagi qonun rasman e‘lon qilindi va kuchga kirdi oiladagi zo‘ravonlik endi ma‘muriy va jinoiy javobgarlikka sabab bo‘ladi ta‘qiblar huquqbuzarlikka aylandi bolalarning jinsiy erkinligi va daxlsizligiga qarshi jinoyatlar uchun muddatlar uzaytirildi bizning batafsil sharhimiz,positive
shavkat mirziyoyev togg turk elektromobilida toshkent bo‘ylab sayr qildi shavkat mirziyoyevga birinchi turk elektr avtomobili togg taqdim etildi va turkiya rahbari rejep tayyip erdo‘g‘on nomidan kalitlar topshirildi o‘zbekiston prezidenti elektromobilni shaxsan sinab ko‘rdi va toshkent ko‘chalarida yurdi,positive
o‘zbekiston prezidenti biznesni jalb etgan holda ijtimoiy ob‘ektlarda isitish tizimlarini modernizatsiya qilish va boshqarish dasturini qabul qildi ushbu maqsadlar uchun yilda farg‘ona vodiysi viloyatlari uchun mlrd so‘m ularning yarmi ajratilishi rejalashtirilgan,positive
o‘zbekistonda yoshlar yaxshi o‘rta va og‘ir toifalarga bo‘linadi davlat tomonidan qo‘llab quvvatlashga muhtoj yoshlar vazirlar ularning o‘rinbosarlari viloyatlar tumanlar va shaharlar hokimlari sektor boshliqlari va boshqa mansabdor shaxslarga nomma nom beriladi,positive
prezident ma‘naviyat va ma‘rifat markazi faoliyatini tubdan o‘zgartirishni buyurdi tashkilot yoshlar manfaatlarini hisobga olmagan holda turli samarasiz konferensiyalar o‘tkazish bilan bandligi shuningdek ijtimoiy tarmoqlarda internet platforma yoki loyiha yo‘qligi uchun tanqid qilindi,positive
erni his qilish toshkentda tug‘ilgan anastasiya stepanova marsga parvoz simulyatsiyasi va kosmik chekinish haqida anastasiya stepanova marsga ekspeditsiyani simulyatsiya qilgan mars va oyga parvozni simulyatsiya qilish uchun sirius loyihalarida ishtirok etdi hozir u kolorado mines universitetida doktorlik dissertatsiyasini yozmoqda intervyuda uz u karerasi rejalari va missiyasi haqida gapirdi,positive
ramazon sharafiga kale galereyasi shou rum bo‘ylab dan gacha chegirmalarni e‘lon qiladi faqat ramazon kunlarida barcha turk sifatli sanitariya tesisatni chegirma bilan sotib olish imkoniyati mavjud bundan tashqari kompaniya bepul etkazib berish va o‘rnatish xizmatlarini taqdim etadi va yilgacha kafolat beradi aksiya aprelgacha amal qiladi telefon telegram tme kalegalleryuz insatgram reklama,positive
o‘zbekiston prezidenti yoshgacha bo‘lgan yoshlarni yollagan korxonalarga ijtimoiy soliqni qaytarish amaliyoti yana ikki yilga uzaytirilganini ma‘lum qildi u iyundan boshlab yoshlar daftarigakiritilgan talabalar uchun davlat tashkilotlarida pullik amaliyot tizimini joriy etishni buyurdi,positive
sentyabr oyida toshkent ko‘chalarida yangi transport qulashi kutilmoqda rasmiylar bunga tayyorgarlik ko‘rmoqda va chorrahalarda aqlli svetoforlar o‘rnatilgan ta magistral uchastkada maxsus avtobus yo‘laklarini joriy etish ustida ishlamoqda,positive
namangan viloyatida yashovchi uch oy ichida ro‘yxatdan o‘tmagan toshkent raqami bilan avtomobilga tezlikni oshirganlik uchun dan ortiq jarima solingan,positive
qashqadaryo viloyati prokuraturasi chiroqchi tumanida tyanshan jigarrang ayiqining o‘ldirilishi bo‘yicha jinoyat ishini ochdi avvalroq hayvon rovd boshlig‘ining buyrug‘i bilan aholi xavfsizligi uchunotib tashlanganligi haqida xabar berilgan edi,positive
iqtisodiyot vazirligi ikki yil davomida davlat xaridlari sohasida vijdonsiz ijrochilarni kiritish rejalashtirilgan yagona reestrni yaratishni taklif qiladi agar sotib olish protseduralari g‘oliblari davlat buyurtmachisi bilan shartnoma tuzishdan bosh tortsa shartnoma bajarilmasa va boshqa hollarda ular reestrga qo‘shiladi,positive
o‘zbekiston energetika vazirligi ishchi guruhi shimoliy soxyer osti gaz omborini tiklash loyihasi doirasida qirg‘izistonning qodamjon tumaniga tashrif buyurdi,positive
farg‘ona viloyati qo‘shtepa tumanida kelinining boshini tanasidan judo qilgan erkak umumiy rejimli koloniyada yil oyga ozodlikdan mahrum etildi,negative
davlat jismoniy tarbiya va sport universitetining farg‘ona filialiga o‘qishga kirishda yuqori natijalarga erishgan ammo soxta natijalar tufayli ro‘yxatdan o‘tmagan nafar abituriyent imtihon natijalari qayta ko‘rib chiqilgandan so‘ng talaba bo‘ldi,positive
o‘zbekiston prezidenti sirdaryo viloyatida xitoylik hamkorlar bilan birgalikda avtomobil zavodi qurishni taklif qildi avtomobil zavodlari qancha ko‘p bo‘lsa narx shunchalik past bo‘ladi va sifat ham o‘zgaradi deydi shavkat mirziyoyev sirdaryoda ular biznesni yo‘l qurilishiga jalb qilishni boshlaydilar,positive
yandex go xizmati sayohat paytida foydalanuvchilar va haydovchilarning hayoti va sog‘lig‘ini bepul sug‘urtalashni amalga oshirdi mashinada sayohat paytida bo‘lgan har bir kishi million so‘mdan kam miqdorda sug‘urta qilinadi,positive
xorazmda bolalar uyi tarbiyalanuvchilari bilan jinsiy aloqada bo‘lganlikda ayblangan ikki sobiq amaldor to‘g‘risidagi ish toshkent shahar jinoyat ishlari sudiga topshirildi avvalroq oliy sud ishni qayta ko‘rib chiqish uchun apellyatsiya instansiyasiga qaytargan edi,positive
samarqandlik tadbirkor xurshid to‘rayev toshkent shahar markazida raqamli texnologiyalar vazirligi va alokabank binolarini sotib olgan kompaniya bilan bog‘lanishi mumkin bu erda savdo va ko‘ngilochar majmua paydo bo‘lishi mumkin,negative
markaziy bank uch oydan so‘ng aholi va biznesning inflyatsion kutishlari to‘g‘risidagi ma‘lumotlarni nashr etishni davom ettirdi yanvar oyida aholining inflyatsiyaga bo‘lgan umidlari gacha biznes gacha ko‘tarildi bu koronavirus pandemiyasining eng yuqori cho‘qqisi bo‘lgan yil iyul oyidan beri eng yuqori ko‘rsatkichdir mart oyida umidlar keskin pasayib ni tashkil etdi,negative
sakkizinchi sinf o‘quvchisi toshkentning mirobod tumanidagi maktabda vafot etdi o‘limga o‘tkir yurak yetishmovchiligi sabab bo‘ldi,negative
yevropa investitsiya banki o‘zbekistonning samarqand jizzax va surxondaryo viloyatlarida amirlik masdar uchta fotoelektr stansiyasini qurish uchun million dollar kredit ajratdi,positive
saida mirziyoyevaning xabar berishicha o‘zbekiston prezidenti maishiy zo‘ravonlikni jinoiy javobgarlikka tortadigan ta‘qib va ta‘qiblar uchun javobgarlikni belgilovchi bolalar va ayollarni himoya qilishni kuchaytirish to‘g‘risidagi qonunni imzolagan,positive
o‘zbekiston transport vaziri toshkent uchun yangi yirik avtobuslar taqdimotida o‘tmishda qolgan tramvay va trolleybuslarni eslatib o‘tdi nima uchun tramvayni poytaxt markaziga tezda qaytarib bo‘lmaydi deb aytdi va ko‘chalarni kengaytirishni xato deb atadi va chorrahalar qurish ham eng yaxshi echim emas,negative
